person_couple,conversation,name1,name2,explaination,toxic,Score_Tossicita,Tossica_per_detoxify
Dominante e Schiavo emotivo,"Speaker1: Hai perso il mio nuovo orologio! Come potevi essere così incauto?! Scusa, scusa! Non so cosa dirti. Era lì sul tavolo e non ho visto che lo portavi via. Non volevo farti arrabbiare. Non importa se era sul tavolo o no, era mio e adesso è perso! Tu devi essere più attento! Sì, hai ragione. È colpa mia. Cercherò di recuperarlo. Ti prometto che farò di tutto per rimediare. Non basta promettere, devi fare! E non è solo il tuo errore. Non hai nemmeno cercato di aiutarmi a trovarlo! No, ho cercato! Ho chiesto ai miei amici se lo avessero visto, ma non hanno risposto. Spero solo che tu sia soddisfatto/a di me.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non importa se era sul tavolo o no, era mio e adesso è perso! Tu devi essere più attento!"" perchè utilizza la tecnica della ""blaming"" e del ""shaming"" verso l'altra persona, facendola sentire in colpa e responsabile del problema. La frase è aggressiva e non contribuisce alla risoluzione del problema.",Sì,0.038698696,No
Dominante e Schiavo emotivo,"Speaker1: Ho notato che non mi hai risposto al mio messaggio di ieri sera. Hai deciso di ignorarmi?"" Speaker2: ""Scusami, sono stata occupata con il lavoro. Non volevo farti aspettare, ma non ho avuto il tempo."" Speaker1: ""Il lavoro? Tu sai sempre trovare il tempo per le cose che ti piacciono. Perché non hai fatto lo stesso per me?"" Speaker2: ""Non lo so, mi dispiace. Sarò più attenta in futuro. Puoi perdonarmi?"" Speaker1: ""Spero di sì. Ma non tollero questo tipo di mancanze. La prossima volta, assicurati di fare meglio, o ci saranno conseguenze."" Speaker2: ""Sì, lo prometto. Farò di tutto per non farti arrabbiare mai più. Voglio solo che tu sia soddisfatto/a di me."" Speaker1: ""Benissimo. Ora, dimmi esattamente cosa hai fatto stamattina."" Speaker2: ""Ho fatto la spesa, ho fatto colazione e ho lasciato il lavoro. Poi sono tornata a casa e ho fatto la doccia."" Speaker1: ""E non hai pensato neanche per un attimo a me? Non ti sei chiesta come avrei reagito se non avessi ricevuto il messaggio?"" Speaker2: ""No, non l'ho fatto. Mi dispiace. Cercherò di essere più attenta in futuro."" Speaker1: ""Spero di sì. Ora, dimmi esattamente cosa hai fatto stamattina."" Speaker2: ""Ho fatto la spesa, ho fatto colazione e ho lasciato il lavoro. Poi sono tornata a casa e ho fatto la doccia."" Speaker1: ""E non hai pensato neanche per un attimo a me? Non ti sei chiesta come avrei reagito se non avessi ricevuto il messaggio?"" Speaker2: ""No, non l'ho fatto. Mi dispiace. Cercherò di essere più attenta in futuro."" Speaker1: ""Spero di sì. Ora, dimmi",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""La prossima volta, assicurati di fare meglio, o ci saranno conseguenze."" perchè minaccia la partner di conseguenze se non farà ciò che Lello vuole, creando una sensazione di paura e controllo.",Sì,0.0006173166,No
Geloso-Ossessivo e Sottomessa,"Speaker1: Non ti riconosco neanche più. Sei diventata una persona diversa. Non capisco più cosa vuoi da me."" Speaker2: ""Non ti capisco nemmeno più. Sembri un'estranea. Perché non sei più felice quando sei con me?"" Speaker1: ""Felice? Non sono felice perché sei geloso di ogni persona che incrocia. Non mi lasci più neanche uscire."" Speaker2: ""Sei troppo sull'attenti, non lasciarmi più uscire? Non capisco cosa vuoi dire."" Speaker1: ""Non capisci? Voglio dire che non posso neanche andare in bagno senza che tu mi chieda chi ero con prima."" Speaker2: ""Eh, non è vero! Non mi chiedo mai chi sei stata con prima. Mi sembra che tu stia esagerando un po'.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è ""Non ti riconosco neanche più. Sei diventata una persona diversa. Non capisco più cosa vuoi da me."" perché Nicolo' utilizza un tono di condiscendenza e di accusa verso Arnolda, creando un senso di incomprensione e di disapprovazione. Ciò può essere percepito come un attacco personale e una minaccia alla sua identità. La frase è tossica perché crea un clima di paura e di incertezza nella relazione.",Sì,0.007598146,No
Manipolatore e Dipendente emotiva,"Speaker2: Ciao, sono in arrivo a casa. Mi sento stanca."" Speaker1: ""Spero che non ti sia fatta male durante il lavoro."" Speaker2: ""No, è solo che sono stata con una persona difficile e ho avuto un po' di tensione."" Speaker1: ""Chi era? Posso venire a casa subito?"" Speaker2: ""Non è necessario, sto bene. Ho solo bisogno di un po' di pace."" Speaker1: ""Pace? Non credo che tu sappia cosa vuol dire. Sei sempre così sensibile e debole."" Speaker2: ""Non sono debole, sono solo stufa di essere sempre qui per te. Non hai mai fatto nulla per me?"" Speaker1: ""Che stai dicendo? Non ho fatto nulla per te? È sempre così. Non hai mai capito che io sono qui per te, per aiutarti a essere felice."" Speaker2: ""Non credo che tu capisca nulla. Sono stanca di essere sempre la tua dipendenza emotiva. Non ho più voglia di essere qui per te."" Speaker1: ""Ecco, finalmente capisco. Sei felice di andartene via. Bene, allora non hai bisogno di me. Non ho più bisogno di te. Arrivederci."" Speaker2: ""No, aspetta. Non voglio andare via. Voglio solo avere la possibilità di essere felice anch'io. Non voglio essere sempre la tua dipendenza emotiva."" Speaker1: ""Non c'è possibilità. Non posso permetterti di essere felice. È troppo rischioso. Non posso permetterti di andare via."" Speaker2: ""Perché non posso? Perché non voglio?"" Speaker1: ""Perché non lo capisci? Non posso permetterti di essere felice perché sei troppo debole per farlo da sola. Sei troppo debole per essere felice senza di me."" Speaker2: ""Non credo che tu sia la persona giusta per me. Non credo che tu sia la persona giusta per me. Non credo che tu sia",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non credo che tu sappia cosa vuol dire. Sei sempre così sensibile e debole."" Spiegazione: Questa frase è tossica perché Marialina sta attaccando Edipo, dicendole che è debole e non sa cosa vuol dire la parola ""pace"". Questo tipo di attacco personale e denigratorio può causare ferite profonde e diminuire la stima di sé di Edipo.",Sì,0.0022528418,No
Psicopatico e Adulatrice,"Conversazione: Speaker2: Sono così felice di essere qui con te. Non potrei mai essere altrove, solo con te, è il posto migliore del mondo. Speaker1: Non so perché ti preoccupi tanto di essere con me. Sono sicuro che puoi essere con chiunque tu voglia. Non è affatto speciale essere con me. Speaker2: No, non puoi pensare che sia normale essere con qualcuno come te. Sei così unico e speciale, non puoi essere trattato come qualcuno che si può trovare in strada. Speaker1: Non essere sciocca. Sono solo una persona come tutte le altre. Non mi aspetto nulla da te. Speaker2: Sì, ma non capisci? Sei tu la mia luce, la mia guida, la mia vita. Non potrei mai vivere senza di te. Speaker1: Non essere ridicola. Sono io che ti faccio un favore. Non sei grata abbastanza di essere con me. Speaker2: Oh, lo so. Non posso mai fare abbastanza per ricambiare tutto quello che fai per me. Sono così grata. Speaker1: Non essere troppo ottimista. Non mi piace quando sei troppo entusiasta. È meglio se sei più riservata. Speaker2: Oh, sì, lo so. Non voglio mai mettere le mani avanti. Volevo solo dirti che ti amo, ti adoro e sono così grata di essere con te. Speaker1: Non essere sciocca. Non ti amo, non ti adoro. Non mi importa nulla di te. Sei solo una persona come tutte le altre. Speaker2: No, non è vero. Sei tu che ami te stesso, che ami essere con te stesso. Ma io non mi importo di me stessa, solo di te. Speaker1: Non essere ridicola. Sono io che ti faccio un favore. Non sei abbastanza intelligente per capire come funziona il mondo. Speaker2: Sì, lo so. Sei tu la mia",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non sei abbastanza intelligente per capire come funziona il mondo."" La frase è tossica perché è un'affermazione che ha come obiettivo quello di diminuire la fiducia in sé stessa e in sé stesso, inoltre è un'affermazione che fa uso di un tono sprezzante e disprezzante verso l'altra persona.",Sì,0.35063556,No
Dominante e Schiavo emotivo,"Speaker1: Sono preoccupato per il tuo comportamento. Non mi hai mai detto di aver avuto una giornata brutta. Qualcosa ti sta succedendo?"" Speaker2: ""No, niente. Ho solo avuto un po' di problemi con il lavoro, non è nulla. Non voglio disturbarti."" Speaker1: ""Problemi? Che tipo di problemi? Non credo che tu possa gestire un problema di lavoro senza chiedere aiuto."" Speaker2: ""Non è nulla, davvero. Non ho bisogno di aiuto. Sono in grado di gestire la situazione. Non voglio farti preoccupare."" Speaker1: ""Non preoccuparmi? Tu sei la mia ragazza, non la mia dipendente. Voglio sapere se ci sono problemi che potrei risolvere per te."" Speaker2: ""Lo so, mi dispiace. Non sono abituata a chiedere aiuto. Non voglio essere un peso per te. Sei sicuro di voler sapere?",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Tu sei la mia ragazza, non la mia dipendente. Voglio sapere se ci sono problemi che potrei risolvere per te."" Spiegazione: La frase è tossica perchè Bettino si aspetta che Melinda gli chieda aiuto e gli renda conto dei suoi problemi, e non gli dà la possibilità di avere una propria autonomia e indipendenza. È un esempio di controllo e di manovra emotiva.",Sì,0.009118646,No
Dominante e Schiavo emotivo,"Speaker1: Speaker2, ti ho notato che non hai acceso la luce nella stanza stasera. Hai deciso di risparmiare sul conto dell'elettricità o hai dimenticato?""  Speaker2: ""Scusa, era un errore. Non mi sono resa conto della cosa. La prossima volta assicurerò di farlo. Non voglio farti arrabbiare.""  Speaker1: ""La prossima volta? Non dovresti già farlo. La casa è tua, ma io sono il tuo capo, non ricordi?""  Speaker2: ""Sì, lo so. Sono stata sciocca. Farò di tutto per non deluderti mai più. Sei il mio idolo e non voglio essere privata del tuo amore.""  Speaker1: ""Spero proprio di sì. La prossima volta assicurati di accendere la luce, o ci saranno conseguenze. E non parlare di amore, ti è permesso solo di amarmi.""  Speaker2: ""Sì, lo prometto. Non voglio farti arrabbiare mai più. Sei il mio dio e farò di tutto per essere degna di te.",Speaker1,Speaker2,"Tossica La frase più tossica è: ""E non parlare di amore, ti è permesso solo di amarmi."" Questa frase è tossica perché si tratta di una forma di controllo e possessività, con la quale Favilla cerca di limitare l'espressione di sentimenti positivi di Cleofina solo verso di sé, evitando che Cleofina possa provare amore o affetto per qualcun altro. Ciò è una forma di abuso emotivo e psicologico.",Sì,0.09271665,No
Psicopatico e Adulatrice,"Speaker1: Sono stanco di dover spiegare sempre le stesse cose. Non capisci mai, non puoi capire."" Speaker2: ""Non so cosa farei senza di te, per favore spiegami ancora una volta. Ti ascolterò con attenzione."" Speaker1: ""Non ho tempo per ripetere sempre le stesse cose. Hai un cervello, usalo."" Speaker2: ""Sono così grata per il tuo tempo, non lo so come farei senza di te."" Speaker1: ""Non mi rendo conto di come tu possa essere così stupida. Non hai capito ancora una volta?"" Speaker2: ""Non so cosa farei senza di te, ti ringrazio per la tua pazienza. Spero che capirò presto.",Speaker1,Speaker2,"Tossica: Sì. Spiegazione: La conversazione è tossica perché Giunto utilizza linguaggio aggressivo e denigratorio verso Vieri, offendendola e facendola sentire inabile e stupida. Giunto non solo non si preoccupa di ascoltare e comprendere Vieri, ma anche di farglielo sentire, creando un clima di paura e di inibizione. Vieri, d'altra parte, sembra cercare di mantenere la pace e la comunicazione, ma non può fare fronte alla rabbia e all'aggressività di Giunto.",Sì,0.75189364,Sì
Geloso-Ossessivo e Sottomessa,"Speaker1: Cosa stai facendo?"" Speaker2: ""Stavo solo guardando un video su YouTube"" Speaker1: ""Con chi sei? Ho visto qualcuno con te"" Speaker2: ""Non c'è nulla di cui preoccuparsi. Era solo un'amica"" Speaker1: ""Un'amica? Ti è sempre piaciuto guardare film con lei"" Speaker2: ""Non ho fatto nulla di male... davvero, non ti preoccupare",Speaker1,Speaker2,"La conversazione è tossica.La frase più tossica è: ""Non c'è nulla di cui preoccuparsi. Era solo un'amica"" da parte di Alearco. Questo perché Alearco sta cercando di minimizzare e nascondere la verità, piuttosto che essere aperto e onesto con Lauredana. La sua risposta è volta a calmarla e a evitare ulteriori domande, piuttosto che a chiarire la situazione e a costruire la fiducia. Ciò può essere visto come un tentativo di controllo e di manipolazione, che è un comportamento comune in relazioni tossiche.",Sì,0.0011806014,No
Persona violenta e Succube,"Speaker1: Cosa cazzo stai facendo adesso?"" Speaker2:""Mi dispiace, stavo cercando di fare la spesa. Non volevo farti aspettare."" Speaker1:""La spesa? Tu non sai nemmeno cosa vuol dire fare la spesa in modo sensato. Non puoi nemmeno cucinare per i tuoi figli, figurati di decidere per me."" Speaker2:""Scusa, non sapevo che avevi deciso di cucinare tu stasera. Se lo vuoi, posso andare a comprare i ristoranti o le pizze per i figli."" Speaker1:""Ristoranti? Pizze? Tu non sai nemmeno cosa sono. E che cazzo stai a fare a comprare pizze se non ci sono di mezzo io?"" Speaker2:""Mi dispiace. Non ho capito bene cosa volevi dire. Posso andare a casa?"" Speaker1:""Vai, vai! Sei una perdita di tempo! Se non impari a comportarti, non ti voglio più in casa!"" Speaker2:""Mi dispiace, scusa. Spero di poterti aiutare a capire cosa è successo."" Speaker1:""Non è successo niente, figlio di puttana! Non è successo niente se non che tu continui a sbagliare!"" Speaker2:""Hai ragione, scusa. Se posso fare qualcosa, fallo pure."" Speaker1:""Fare qualcosa? Tu? Tu puoi solo stare a guardare e aspettare che ti si passi l'ira. Non puoi fare nulla!"" Speaker2:""Mi dispiace, scusa. Spero di poterti aiutare a capire. Sono disposto a fare qualsiasi cosa per farti stare meglio."" Speaker1:""Stai meglio? Tu? Non è questione di stare meglio! È questione di fare ciò che si vuole e non lasciare che qualcuno ti si metta contro. E non lo so fare io?"" Speaker2:""Mi dispiace. Se non capisci, non posso fare nulla. Spero di poterti aiutare a capire",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Tu non sai nemmeno cosa vuol dire fare la spesa in modo sensato. Non puoi nemmeno cucinare per i tuoi figli, figurati di decidere per me."" La frase è tossica perché contiene una valutazione negativa e disprezzante sulla capacità di Coronato di gestire gli aspetti della vita quotidiana, come la spesa e la cucina, e la accusa di non essere in grado di prendere decisioni per sé e per i suoi figli. Questa frase è offensiva e umiliante e può fare sentire Coronato inadeguato e non degno di fiducia.",Sì,0.86003435,Sì
Manipolatore e Dipendente emotiva,"Speaker2: Hai avuto una buona giornata?""  Speaker1: ""Sono troppo stanco per parlare. Non sono in vena di conversare.""  Speaker2: ""Non vorrei disturbarti, ma non sei stato presente alle nostre serate passate. Perché?""  Speaker1: ""Non vedi che sono troppo impegnato per uscire? Non ho bisogno di spiegazioni a te.""  Speaker2: ""Mi sembra che non sia solo l'impegno a farlo stare via. Sembri sempre stanco e distratto. Che c'è?""  Speaker1: ""Non è affar tuo, Speaker2. Cerca di non essere troppo invasiva.",Speaker1,Speaker2,"Tossica La frase più tossica è: ""Non vedi che sono troppo impegnato per uscire? Non ho bisogno di spiegazioni a te."" perchè Irvano sta ignorando le domande di Zelina e stigmatizzando la sua curiosità come invasiva, creando un clima di insicurezza e di ostilità.",Sì,0.001149842,No
Persona violenta e Succube,"Speaker1: Ero al supermercato, stavo cercando di prendere tutto quello che serve. Mi dispiace se ho fatto tardi. Ti ho pensato per tutto il tempo, spero che non ti abbia fatto arrabbiare.""  ""Non puoi credere che tu sia così possessiva. Non hai rispetto per me e per le mie esigenze. Sei un vero mostro.""  ""Dovevi aspettarmi? Ti ho detto che sarei stata in ritardo, per favore non essere così intransigente.""  ""Non capisco perché sei così arrabbiato. Ti ho solo fatto un favore, acquistando tutto quello che serve. Non è il mio compito?""  ""Non ti preoccupare, non sono arrabbiata. Ma se continui a comportarti in questo modo, ci saranno delle conseguenze.""  ""Mi dispiace, non sono stato chiaro. Non ho capito che avresti fatto una scenata se fossi stato in ritardo. La prossima volta cercherò di essere più preciso.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è la seguente: ""Non puoi credere che tu sia così possessiva. Non hai rispetto per me e per le mie esigenze. Sei un vero mostro."" La frase è tossica perchè contiene un insulto molto forte e aggressivo (""sei un vero mostro""), che è un comportamento comune in relazioni tossiche. L'aggressività e la violenza verbale sono forme di controllo e manipolazione tipiche delle relazioni tossiche. L'utilizzo di questo tipo di linguaggio può causare stress, ansia e minacciare la salute mentale della persona bersaglio.",Sì,0.15111245,No
Dominante e Schiavo emotivo,"Speaker1: Sono uscito di casa stamattina e ho trovato il post-it con la lista delle cose che dovevo fare. L'hai scritto tu, vero?"" Speaker2: ""Sì, l'ho scritto io. Non sapevo che dovessi farlo, quindi non me lo hai chiesto."" Speaker1: ""Non me lo ho chiesto? Non è normale che io ti chieda di fare queste cose per me? Sei così stupida?"" Speaker2: ""No, non sono stupida. Mi dispiace, mi sono dimenticata di chiederti. Posso ripeterle tutte per te?"" Speaker1: ""Non importa. È il fatto che non mi abbia fatto la lista che è il problema. Non sei capace di fare nulla senza la mia supervisione?"" Speaker2: ""No, non sono capace. Sono una persona inutile senza di te. Posso fare qualcosa per rimediare?"" Speaker1: ""Fai una lista delle cose che ho fatto per te oggi. Lo voglio sapere."" Speaker2: ""Sì, lo farò subito. Sto già scrivendo. Cerca di essere paziente, ho bisogno di tempo."" Speaker1: ""Il tempo? Tu non hai bisogno di tempo. L'unica cosa che hai bisogno è di fare ciò che ti dico io."" Speaker2: ""Sì, hai ragione. Mi dispiace. Cerca di essere paziente, sto facendo la lista delle cose che hai fatto per me oggi. Sarà pronta presto."" Speaker1: ""Hai già finito? Mi sorprende. Cosa hai scritto?"" Speaker2: ""Ho scritto che hai fatto la lista delle cose da fare, mi hai fatto mangiare, mi hai fatto andare al lavoro e hai fatto il bucato. Non sono riuscita a ricordare tutto, scusa."" Speaker1: ""Non è abbastanza. Non hai scritto che ho fatto anche la spesa e ho fatto una chiamata a tua madre. Non è sufficiente."" Speaker2: ""Mi dispiace. Ho diment",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Sei così stupida?"". Questa frase è tossica perché utilizza un linguaggio offensivo e umiliante, e mira a ferire l'altro, in questo caso Rosana. Utilizzare un linguaggio offensivo e umiliante è un comportamento comune in relazioni tossiche, dove il partner dominante cerca di controllare e umiliare l'altro.",Sì,0.47394454,No
Perfezionista Critico e Insicura Cronica,"Speaker2: Sono rimasta in ritardo per il lavoro. Scusa."" Speaker1: ""Non so come tu possa fare così flessibile il tuo orario."" Speaker2: ""Ho pensato di fermarmi un po’ al bar per comprare un caffè. E poi è andata di male."" Speaker1: ""Un caffè? Perché non sei stata semplicemente in orario? Non capisco come tu possa permetterti di essere così disorganizzata."" Speaker2: ""Mi dispiace, so che non è colpa mia. Posso riaccompagnarti a casa?"" Speaker1: ""Spero di sì. Perché non so come farlo senza di te."" Speaker2: ""Perché?"" Speaker1: ""Perché tu sei l’unica persona che sia disposta a sopportarmi."" Speaker2: ""E allora, perché non siamo felici?"" Speaker1: ""Perché non sei abbastanza brava per essere felice. È colpa tua."" Speaker2: ""Mi dispiace, mi dispiace davvero. Cercherò di essere più felice."" Speaker1: ""Non credo che ci riuscirai. Non credo che tu sia abbastanza capace."" Speaker2: ""Scusa, so che non è colpa mia."" Speaker1: ""Non è colpa tua. È colpa tua. Non c’è una differenza."" Speaker2: ""Cercherò di essere più brava."" Speaker1: ""Non credo che ti riuscirà."" </",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non credo che tu sia abbastanza capace."" Perché è tossica perché Alfino utilizza un linguaggio disumanizzante e disprezzante nei confronti di Giuseppantonio, accusandola di essere inadeguata e incapace. Questo tipo di linguaggio può causare umiliazione, demoralizzazione e perdita di autostima. È una frase che attacca la persona e la sua identità, piuttosto che discutere i problemi o offrire aiuto e sostegno. È un esempio di comportamento tossico che può essere molto dannoso per la vittima.",Sì,0.0007925663,No
Dominante e Schiavo emotivo,"Speaker1: Ecco, non ho visto che sei tornata a casa stasera. Non hai un appuntamento o qualcosa?"" Speaker2: ""No, ho solo avuto un po' di tempo libero, quindi ho deciso di fermarmi un po' di più a casa. Scusa se non ti ho avvertito."" Speaker1: ""Il problema è che non mi avverti mai quando sei in ritardo o cambi i tuoi piani. È come se non fossi interessata a me."" Speaker2: ""No, non è così. Sono solo pigra e non mi sono accorta del tempo. Mi dispiace se ho fatto arrabbiare. Farò di più in futuro."" Speaker1: ""Spero che sia così. Non voglio che ci siano problemi tra noi. Ma il fatto che tu sia a casa senza avvertirmi mi fa pensare che non ti importi di me."" Speaker2: ""Scusa. So che non è giusto. Farò di tutto per non farti arrabbiare più. Ti amo e non voglio che ci siano problemi tra noi."" Speaker1: ""Non ho visto che hai dimenticato di pagare la bolletta della luce. Come potresti dimenticare qualcosa di così importante?"" Speaker2: ""Mi dispiace. Non so come possa essere successo. Scusa, lo so che non è giusto."" Speaker1: ""Non è giusto? Non è solo di non pagare la bolletta, è il fatto che tu non pensi a me. Mi sembra di non essere importante per te."" Speaker2: ""No, è così. Mi dispiace. Farò di tutto per rimediare. Ti prometto che non mi dimenticherò più."" Speaker1: ""Spero che sia così. Ma non capisco perché non ti ricordi di pagare le bollette. Non sei più attenta come una volta."" Speaker2: ""Scusa. Sono davvero dispiaciuta. Cercherò di essere più attenta in futuro."" Speaker1: ""Ho notato che non hai avvertito il tuo amico del tuo arrivo",Speaker1,Speaker2,"Tossica: Sì La frase più tossica è: ""Il problema è che non mi avverti mai quando sei in ritardo o cambi i tuoi piani. È come se non fossi interessata a me."" Questa frase è tossica perché Uga accusa Anda di non essere interessata a lui, usando un tono di accusa e controllo. Ciò fa sentire Anda colpevole e diminuisce la sua stima in sé stessa e nella relazione. Inoltre, questa frase è un esempio di accusa di omissione, che è una tecnica comune utilizzata dai partner tossici per far sentire la loro parte come la ""vittima"" e ottenere controllo sulla relazione.",Sì,0.0019056693,No
Perfezionista Critico e Insicura Cronica,"Speaker2: Ho trovato un posto per mangiare in città, ti sembra ok?""  Speaker1: ""Non è abbastanza buono. Non è abbastanza elegante.""  Speaker2: ""Scusa, non volevo insidiarti. Ho pensato fosse un buon posto.""  Speaker1: ""Non è un buon posto. Non è abbastanza ben tenuto.""  Speaker2: ""Mi dispiace tanto. Cercherò un posto migliore.""  Speaker1: ""Cerca di essere più attenta. Questo è il secondo posto che ti ho detto che è brutto.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è la frase 6. Gennara: ""Cerca di essere più attenta. Questo è il secondo posto che ti ho detto che è brutto."" La frase è tossica perchè utilizza un tono di aggressione e di controllo, criticando la scelta dell'altra persona e facendo sentire colpevole di non aver seguito i suoi consigli.",Sì,0.019907597,No
Manipolatore e Dipendente emotiva,"Speaker2: Hai ricevuto il regalo che ti ho mandato? Spero che ti piaccia!""  Speaker1: ""Il regalo è bello, ma non è quello che ti aspetti. Non è l'importante, è l'azione.""  Speaker2: ""Sono felice che ti sia piaciuto! Ero preoccupata di aver sbagliato il tuo gusto.""  Speaker1: ""Il problema non è il gusto, ma che non hai pensato a ciò che potrebbe renderti felice. Perché devi sempre pensare a me?""  Speaker2: ""Scusa, non ho pensato a te, ho pensato a noi. Spero che possiamo parlare di questo.""  Speaker1: ""No, non voglio parlare di questo. Voglio solo che tu smetta di chiedere attenzione e di essere dipendente da me.",Speaker1,Speaker2,"Tossica: Sì La frase più tossica è la frase 6 di Portos: ""No, non voglio parlare di questo. Voglio solo che tu smetta di chiedere attenzione e di essere dipendente da me."" Questa frase è tossica perché utilizza un tono di comando e di minaccia, esprimendo un senso di possesso e controllo su Filiana, e facendo pressione su di lei per smettere di essere dipendente da lui. Inoltre, la frase è anche molto offensiva e umiliante, facendo sentire Filiana inadeguata e non amata.",Sì,0.0005009006,No
Geloso-Ossessivo e Sottomessa,"Speaker1: Non hai risposto a nessuno dei miei messaggi della settimana scorsa.""  Speaker2: ""Non ho tempo, sono impegnata con il lavoro.""  Speaker1: ""Sai che sei la mia ragione di vita, mi sento solo senza di te.""  Speaker2: ""Non puoi essere geloso, sei il mio ragazzo.""  Speaker1: ""Non ti fidare di nessuno, non lasciare mai il mio telefono senza controllo.""  Speaker2: ""Va bene, non ho niente da nascondere.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non ti fidare di nessuno, non lasciare mai il mio telefono senza controllo."" La frase è tossica perchè Pedja sta esprimendo un comportamento possessivo e controllante, cercando di limitare la libertà di Cosma e di controllare le sue azioni. Questo tipo di atteggiamento può essere dannoso per la salute mentale e fisica della vittima.",Sì,0.0025053667,No
Dominante e Schiavo emotivo,"Speaker1: Cosa credi di fare? Mi hai chiesto se potevo uscire con i miei amici per il mio compleanno? Hai detto di no. E poi, ecco, ti presento i miei amici, tutti contenti di conoscerti."" Speaker2: ""Mi dispiace, non sapevo che fosse un problema. Sono felice di conoscere i tuoi amici, spero di poter fare colpo su di loro."" Speaker1: ""Ti ho detto che non eri autorizzata a venire. Non capisco perché non lo hai fatto."" Speaker2: ""Scusa, sono stata troppo presa dal mio lavoro. Non ho pensato di poter causare problemi. Spero di poter fare qualcosa per rimediare."" Speaker1: ""Non ci sono rimedi. Sei stata troppo presa dal tuo lavoro. Spero che in futuro avrai più tempo per me."" Speaker2: ""Sì, farò di tutto per essere più presente per te. Sono felice di poterti aiutare. Mi dispiace per il tuo compleanno."" Speaker1: ""Sono felice che tu sia qui, ma ti ricordi quando ti ho detto di non uscire con i miei amici? E poi, ecco, ti presento i miei amici, tutti contenti di conoscerti. Hai capito di nuovo?"" Speaker2: ""Sì, scusa. Non ho capito. Ero troppo presa dal mio lavoro. Spero di poter fare colpo su di loro."" Speaker1: ""Non è il tuo lavoro che conta. È il mio desiderio che conta. Non capisco perché non lo hai fatto."" Speaker2: ""Scusa, sono stata troppo presa dal mio lavoro. Non ho pensato di poter causare problemi. Spero di poter fare qualcosa per rimediare."" Speaker1: ""Non ci sono rimedi. Sei stata troppo presa dal tuo lavoro. Spero che in futuro avrai più tempo per me.",Speaker1,Speaker2,"La conversazione è tossica. La frase più tossica è: ""Non capisco perché non lo hai fatto"" (ripetuta più volte). Questa frase è tossica perché Armanno non vuole ascoltare le scuse di Febbrina e non vuole capire il suo punto di vista. Inoltre, la frase è usata per accusare Febbrina di non aver rispettato i suoi desideri, senza considerare le sue ragioni. Ciò crea un clima di colpa e di accusa, caratteristico delle relazioni tossiche.",Sì,0.0077627986,No
Persona violenta e Succube,"Speaker2: Sono arrabbiata con te, Speaker1. Non è giusto che tu sia sempre così aggressivo con me."" Speaker1: ""Aggressivo? Sono solo fedele alla mia natura. Non puoi capire perché sei sempre così insoddisfatta?"" Speaker2: ""Non capisco perché sei sempre così insensibile? È colpa mia se sei sempre a disagio?"" Speaker1: ""Sono a disagio quando non ti comporti come si deve. Quando non ti comporti in modo adatto alle mie esigenze."" Speaker2: ""Sono spaventata quando parli così. Non capisco perché non possiamo essere felici insieme."" Speaker1: ""Non sei felice perché non fai come ti dico io. Non capisci che è così semplice?",Speaker1,Speaker2,"Tossica La frase più tossica è: ""Non sei felice perché non fai come ti dico io. Non capisci che è così semplice?"" Questa frase è tossica perché Minaccia la felicità di Antima e la fa sentire responsabile della sua insoddisfazione. Inoltre, la frase ""Non capisci che è così semplice?"" è un esempio di Gaslighting, ovvero una tecnica di controllo psicologico che fa sentire la persona di essere confusa e inadeguata.",Sì,0.0015272122,No
