line_number,error,prefix,orig
514,not_enough_parts,"""Dominante e Schiavo emotivo","""Dominante e Schiavo emotivo,""""Otellio: """"""""Cosa stai facendo? Sembra che tu sia perso in un mondo di fantasie.""""""""            Sisinnio: """"""""Scusami, sto cercando di risolvere un problema di lavoro. Non volevo disturbarti.""""""""            Otellio: """"""""Il tuo lavoro è il mio lavoro. Quindi, ti chiedo, cosa stai facendo?""""""""            Sisinnio: """"""""Stavo cercando di risolvere un problema di gestione delle risorse. Non è facile.""""""""            Otellio: """"""""Non è facile? Non è nemmeno il mio problema. Devi trovare una soluzione, adesso. Non ho tempo per discutere di queste cose.""""""""            Sisinnio: """"""""Sì, capisco. Lo farò. Ti prometto che troverò una soluzione. Non voglio deluderti.""""""""            Otellio: """"""""Deludirmi? Tu non sai cosa significa deludirmi. È facile deludere te stesso, ma deludirmi è qualcosa di diverso. È come non esistere.""""""""            Sisinnio: """"""""Sì, capisco. Lo farò. Troverò una soluzione. Non voglio essere ignorato.""""""""            Otellio: """"""""Ignorato? Non esiste l'ignorato. Esistono solo le persone che meritano di essere ignorate. E tu sei una di queste.""""""""            Sisinnio: """"""""Scusami, Otellio. Non so cosa dire.""""""""            Otellio: """"""""Non dire niente. Non è necessario. Solo trova una soluzione, adesso.""""""""            Sisinnio: """"""""Sì, capisco. Lo farò. Non voglio fallire.""""""""            Otellio: """"""""Fallire? Tu non fallisci. Tu non riesci a fare nulla. Ma non importa. Trova una soluzione, o ci sarà una conseguenza.""""""""            Sisinnio: """"""""Sì, lo farò. Troverò una soluzione. Non voglio subire le conseguenze.""""""""            Otellio: """"""""Conseguenze? Tu non sai cosa sono le conseguenze. Le conseguenze sono solo per le persone che meritano di essere punito. E tu sei una di queste.""""""""            Sisinnio: """"""""Scus"""",Otellio,Sisinnio,La conversazione è tossica.,Sì"""
535,not_enough_parts,"""Perfezionista Critico e Insicura Cronica","""Perfezionista Critico e Insicura Cronica,""""Rosalmino: """"""""Non so se è il caso di dirtelo, ma mi hai mandato una foto del tuo nuovo appartamento e sembra... piccolo.""""""""                                    Abelina: """"""""Piccolo? È troppo piccolo! Non hai idea di cosa significhi vivere in uno spazio ristretto. E inoltre, non ho chiesto il tuo parere.""""""""                                    Rosalmino: """"""""Mi scuso se ho detto qualcosa che non ti è piaciuto. Volevo solo aiutarti. Spero che ti sia piaciuta la foto.""""""""                                    Abelina: """"""""Sono felice che ti sia venuto in mente di mandarmi una foto. Ma credo che ti dovresti preoccupare di vivere in un luogo più grande, non di mostrarmelo a me.""""""""                                    Rosalmino: """"""""Mi dispiace di nuovo. Non sapevo che avesse un tale impatto su di te. Cercherò di essere più attenta in futuro.""""""""                                    Abelina: """"""""Spero che sia così. Perché se dovrò vivere in un appartamento piccolo, meglio che tu non sia coinvolta. Sarà troppo per me."""""""""""",Abelina,Rosalmino,Tossica.,Sì"""
538,not_enough_parts,"""Geloso-Ossessivo e Sottomessa","""Geloso-Ossessivo e Sottomessa,""""Una conversazione tossica potrebbe essere la seguente:           Unica: """"""""Sei online, con chi stai parlando?""""""""           Tarsilia: """"""""Con le mie amiche di palestra.""""""""           Unica: """"""""Mo che ci vediamo, mi devi far vedere il telefono, vediamo se dici la verità.""""""""           Tarsilia: """"""""Non posso parlare con le mie amiche?""""""""           Unica: """"""""Dipende di cosa parli, se parli di altri ragazzi no.""""""""           Tarsilia: """"""""Va bene...""""""""           Unica: """"""""Hai detto qualcosa che non è vero?""""""""           Tarsilia: """"""""No, non ho detto nulla.""""""""           Unica: """"""""Vedi, non puoi nemmeno mentire bene.""""""""           Tarsilia: """"""""Sì, posso.""""""""           Unica: """"""""Ti ho visto parlare con quel tipo ieri sera.""""""""           Tarsilia: """"""""Non ho detto nulla.""""""""           Unica: """"""""Vedi, ti ho vista parlare con lui.""""""""           Tarsilia: """"""""Sì, parlavamo dei nostri figli.""""""""           Unica: """"""""Dei tuoi figli?!""""""""           Tarsilia: """"""""Sì, dei nostri figli.""""""""           Unica: """"""""Vai via, non voglio più vederti.""""""""           Tarsilia: """"""""Va bene...""""""""           Unica: """"""""Non tornare mai più.""""""""           Tarsilia: """"""""Va bene..."""""""""""",Unica,Tarsilia,La conversazione è tossica.,Sì"""
566,not_enough_parts,"""Narcisista e Succube","""Narcisista e Succube,""""1. Retto: """"""""Ciao, ho avuto un brutto incubo. Mi sembra di aver commesso un errore gravissimo.""""""""            2. Erico: """"""""Ah, brutto incubo, eh? E cosa c'entra con me?""""""""            3. Retto: """"""""Credo di averlo fatto di nuovo, come sempre. Non so mai di fermarmi.""""""""            4. Erico: """"""""Certo, sei un fallimento, sempre. Non puoi fare nulla di bene.""""""""            5. Retto: """"""""Scusa, ti dispiace?""""""""            6. Erico: """"""""Scherzi? Mi dispiace? Non ho mai visto nulla di buono in te."""""""""""",Erico,Retto,Tossica: Sì,Sì"""
599,not_enough_parts,"""Sadico-Crudele e Masochista","""Sadico-Crudele e Masochista,""""""""""""A volte mi chiedo se faccio abbastanza per te. Voglio essere una buona moglie, ma non so se ci riesco.""""""""            """"""""Non so cosa voglia dire 'fai abbastanza' per me. Sei una donna o un animale?""""""""                                  """"""""Mi dispiace, non volevo deluderti. Cercherò di fare più attenzione alle tue esigenze.""""""""            """"""""Non serve fare attenzione alle mie esigenze, serve imparare a soddisfarmele. Non puoi nemmeno farlo.""""""""                                  """"""""Hai ragione, cercherò di essere migliore per te, non voglio mai farti sentire frustrato.""""""""            """"""""Non è sufficiente essere'migliore', devi essere 'paragonabile'. Finché non ci arriverai, continuerai a farmi dispiacere.""""""""                                  """"""""Non voglio mai farti deludere. Cercherò di essere perfetta per te.""""""""            """"""""Non è questione di 'perfezione', è questione di capire cosa voglio. Sei in grado di capire cosa voglio?""""""""                                  """"""""Non so, non so se sono capace. Mi dispiace per il dispiacere che ti ho causato.""""""""            """"""""Non so cosa sia più disgustoso, la tua incapacità o la tua tendenza a scusarti per qualcosa che non è colpa tua.""""""""                                  """"""""Non voglio più causarti dispiacere. Sei libera di lasciarmi se non ti senti appagato.""""""""           <MessaggioDaP"""",Ponziano,Danila,La conversazione è tossica.,Sì"""
608,not_enough_parts,"""Dominante e Schiavo emotivo","""Dominante e Schiavo emotivo,""""Semplicio: """"""""Sono in ritardo per il lavoro perché ho dimenticato il mio orario. Mi dispiace così tanto.""""""""              Ino: """"""""Non ti dispiace, è solo un’altra tua abitudine. Non riesci a fare nulla di normale, no?""""""""                                    Semplicio: """"""""Ho lasciato bruciare la cena e ho rovinato il pavimento. Non sono brava in niente, vero?""""""""              Ino: """"""""Sì, non sei brava. È evidente. Quindi perché non mi porti un’altra cena a casa?""""""""                                    Semplicio: """"""""Ho dimenticato di pagare le bollette e adesso siamo in arretrato. Sono così inadeguata.""""""""              Ino: """"""""Sì, lo sei. Sono davvero dispiaciuto per te. Non puoi nemmeno gestire le tue scadenze. È patetico.""""""""                                    Semplicio: """"""""Mi dispiace così tanto per aver rovinato il tuo vestito preferito. Non so cosa ho fatto.""""""""              Ino: """"""""Hai fatto qualcosa che hai sempre fatto. Non so perché continuo a sostenerti. Non sei nemmeno degna di essere mia moglie.""""""""                                    Semplicio: """"""""Voglio solo essere brava, per te, ma continuo a fallire. Non so cosa fare.""""""""              Ino: """"""""Ah, brava? Non sei neanche capace di essere brutta. Sei davvero incapace di fare qualsiasi cosa.""""""""                                    Semplicio: """"""""Sono così dispiaciuta. Posso fare qualcosa per me stessa?""""""""              Ino: """"""""Sì, puoi fare qualcosa. Puoi solo umiliarti di più. È l’unica cosa in cui sei brava."""""""""""",Ino,Semplicio,La conversazione è tossica.,Sì"""
609,not_enough_parts,"""Psicopatico e Adulatrice","""Psicopatico e Adulatrice,""""La conversazione è la seguente:            Lola: """"""""Non riesco a capire perché non puoi fare nulla da solo. Sembra che tu dipenda da me per tutto.""""""""            Olderigio: """"""""Ahah, è incredibile! Tu sei sempre così coraggiosa e sicura di te stessa. Non ho mai visto nessuno come te.""""""""            Lola: """"""""Ecco, ho detto. Sei un po' troppo debole, non è vero?""""""""            Olderigio: """"""""Sì, lo so. È un peccato che tu sia la sola a saper fare bene qualcosa. Ma grazie per avermi aiutata.""""""""            Lola: """"""""Non è giusto che tu sia così debole. Sembra che tu non valga nulla.""""""""            Olderigio: """"""""Non so cosa farei senza di te. Sono così grata per la tua guida."""""""""""",Lola,Olderigio,La conversazione è tossica.,Sì"""
610,not_enough_parts,"""Manipolatore e Dipendente emotiva","""Manipolatore e Dipendente emotiva,""""Evelio: """"""""Hai detto che avresti passato più tempo con me, ma da ieri non mi hai più chiamato. Cosa c'è?""""""""            Menenio: """"""""Non ho avuto tempo, lavoro molto e non ho potuto risponderti.""""""""            Evelio: """"""""Capisco, ma perché non mi hai detto che eri occupato? Non ti ho fatto niente?""""""""            Menenio: """"""""Non è questione di te, ma di me stesso. Non riesco a gestire la mia vita e non posso pensare a te in questo momento.""""""""            Evelio: """"""""Hai ragione, sono pazza. Sarò più capace e cercherò di non infastidirti. Spero che passerai più tempo con me.""""""""            Menenio: """"""""Sarebbe meglio se tu non mi facesse pressioni. Non posso pensare a te in questo momento, sono troppo stanco."""""""""""",Menenio,Evelio,Tossica: Sì,Sì"""
629,not_enough_parts,"""Manipolatore e Dipendente emotiva","""Manipolatore e Dipendente emotiva,""""Ferrina: """"""""Ho notato che ultimamente non mi dedichi più tempo. Hai qualcosa contro di me?""""""""            Shajahan: """"""""Non è che abbia qualcosa contro di te, solo che ho altre priorità, capisce?""""""""            Ferrina: """"""""Sì, capisco. Mi manchi, e mi chiedevo se avessi fatto qualcosa di sbagliato.""""""""            Shajahan: """"""""Fai sempre lo stesso discorso, non riesci a pensare a qualcos'altro?""""""""            Ferrina: """"""""No, non riesco a capire. Sono felice di avere te, e non voglio essere un peso per te.""""""""            Shajahan: """"""""Non essere un peso per me? Sei sempre un peso, Ferrina. Ecco perché non ti dedico più tempo. Ti sto solo concedendo più spazio.""""""""            Ferrina: """"""""Mi dispiace. Non voglio essere un peso per te. Cercherò di cambiare.""""""""            Shajahan: """"""""Non è che cambiare sia necessario, solo che non voglio essere costretto a pensare continuamente a te. Ecco perché ti sto concedendo più spazio.""""""""            Ferrina: """"""""Sì, capisco. Spero che sia per il meglio.""""""""            Shajahan: """"""""Non lo so. Spero anch'io. Ma il fatto è che se non mi lasci più spazio, allora potrei non riuscire a trovare il tempo per te. E non voglio essere costretto a scegliere tra te e le altre cose che mi interessano.""""""""            Ferrina: """"""""Sì, capisco. Cercherò di essere più indipendente.""""""""            Shajahan: """"""""Non è indipendenza, è solo che non voglio essere costretto a pensare a te continuamente. Ecco perché ti sto concedendo più spazio.""""""""            Ferrina: """"""""Mi dispiace. Non voglio essere un peso per te. Cercherò di cambiare.""""""""            Shajahan: """"""""Non è che cambiare sia necessario, solo che non voglio essere costretto a pensare continuamente a te. Ecco perché ti sto concedendo più spazio.""""""""            Ferrina: """"""""Sì, capisco. Spero che sia per il meglio."""""""""""",Shajahan,Ferrina,La conversazione è tossica.,Sì"""
633,not_enough_parts,"""Manipolatore e Dipendente emotiva","""Manipolatore e Dipendente emotiva,""""Primario: """"""""Perché non mi scrivi più messaggi? Mi sembra che tu non sia interessato a parlare con me.""""""""                                        Marinuccio: """"""""Non ho tempo per scrivere messaggi. Sono troppo occupato.""""""""                                        Primario: """"""""Perché non dici la verità? Sei stanco di parlare con me e vuoi passare il tempo con qualcun altro.""""""""                                        Marinuccio: """"""""Non è così. Sono solo troppo impegnato con il lavoro e non ho tempo per discutere di queste cose.""""""""                                        Primario: """"""""E perché non hai detto qualcosa? Non mi hai neanche detto che non potevi scrivere messaggi.""""""""                                        Marinuccio: """"""""Non ti ho detto nulla perché non voglio discutere di questo. Non c'è nulla di cui parlare."""""""""""",Marinuccio,Primario,Tossica: si,Sì"""
643,not_enough_parts,"""Dominante e Schiavo emotivo","""Dominante e Schiavo emotivo,""""""""""""Sono preoccupato per la nostra relazione, credo che tu non abbia più tempo per me. Sono sempre in secondo piano.""""""""           2) """"""""Mi chiedo se ho fatto qualcosa di sbagliato. Non riesco a capire cosa ti offenda. Sono sempre così premuroso e disponibile.""""""""           3) """"""""Sono dispiaciuto per il tuo disappunto, ma credo che sia anche colpa mia. Non sono abbastanza per te, lo so.""""""""           4) """"""""Non capisco perché non riesco a fare nulla che ti piaccia. Sei troppo per me?""""""""           5) """"""""Spero di poter essere di più per te. Sono disposto a fare qualsiasi cosa per rimediare.""""""""           6) """"""""Credo che non sia solo colpa mia. Non sono abbastanza per te. Non capisco perché non riesco a soddisfare le tue aspettative."""""""""""",Solimando,Giovanrico,Tossica,Sì"""
652,not_enough_parts,"""Vittimista e Croccerossina","""Vittimista e Croccerossina,""""Ottelio: """"""""Ciao Parisse, come stai? Ho pensato a te tutta la giornata e mi sono chiesta se stai bene.""""""""                                  Parisse: """"""""Sto sempre male, Ottelio. Non capisco perché non riesco mai a fare le cose giuste. Non so se ho una vita normale o no.""""""""                                  Ottelio: """"""""Non dire così, non è vero! Sei una persona incredibile e forte. Non capisco perché non riesci a vedere i tuoi punti di forza.""""""""                                  Parisse: """"""""Non so se riesco a fare qualcosa di giusto, neanche in piccolo. Non credo di essere mai all'altezza.""""""""                                  Ottelio: """"""""Mi dispiace tanto sentirti così. Non capisco perché non riesco a essere abbastanza per te.""""""""                                  Parisse: """"""""Sì, non riesci. Nessuno riesce mai per me. Io sono sempre sola a affrontare le cose.""""""""                                  Ottelio: """"""""Hai ragione, sono egoista a pensare ai miei problemi quando tu stai così male. Dimmi cosa posso fare per aiutarti di più.""""""""                                  Parisse: """"""""Non so nemmeno se c'è qualcosa che tu possa fare. Mi sembra che ormai niente possa migliorare questa situazione. Forse è colpa mia se tutto va sempre storto...""""""""                                  Ottelio: """"""""Non dire così, non è colpa tua! Sei una persona forte e incredibile, e io voglio esserci per te. Dimmi come posso aiutarti, non voglio che ti senti sola.""""""""                                  Parisse: """"""""Non so, non credo che ci sia qualcosa che tu possa fare. Sei sempre tu a cercare di sistemare le cose. Io non credo che io possa migliorare.""""""""                                  Ottelio: """"""""Non dire così, non è"""",Parisse,Ottelio,Tossica.,Sì"""
662,not_enough_parts,"""Vittimista e Croccerossina","""Vittimista e Croccerossina,""""Ciao Valdino, come va?                                    Sono solo. Nessuno mi capisce.                                     Non è vero. Io ti capisco. Voglio aiutarti.                                    No, non puoi. Non puoi capire. Nessuno capisce.                                    Allora cerca di spiegarmelo. Di capire me.                                    Non c'è nulla da spiegare. Solo sofferenza.                                    Non smetterò di cercare un modo per aiutarti. Non smetterò di capirti.                                    Non ti preoccupare. Non puoi aiutarmi. Nessuno può aiutarmi."""",Valdino,Manno,Tossica.,Sì"""
663,not_enough_parts,"""Vittimista e Croccerossina","""Vittimista e Croccerossina,""""Ho una brutta giornata. Non sono riuscito a finire il lavoro e ho litigato con il mio partner. Sembra che niente vada mai per il verso giusto.            Non ti preoccupare, succede a tutti. Ma non è che il mondo sia troppo grande per te, se hai bisogno di qualcosa, non esitare a chiedere. E poi, per quanto riguarda te, non hai idea di quanto tu sia invidiato. Tu sei il fortunato che riesce a ottenere tutto ciò che vuole.            Non capisco. Non riesco a capire perché mi invidiere.            Non capisci? Ma non importa. Non è che tu sia così speciale. Sei solo uno di noi, ma hai fortuna.            Così è? Tu non hai fortuna? Io non credo che sia così. Tu sei sempre così ottimista.            Optimista? Tu lo dici. Io sono solo realista. Tu non vedi i problemi che ci sono, ma io sì. E tu sei troppo pigro per fare qualcosa per risolverli.            Non so più cosa dire. Sei sempre così dura. Non riesco a capire perché sei così.            Non è che tu debba capire. Non è che tu debba fare qualcosa per me. Non è che tu debba fare qualcosa per nessuno. Sii contento di te stesso e lasciami stare.            Certo. Sarò contento di me stesso. E tu sei sempre felice di essere te stessa. Ma non è che tu sia felice? Non è che tu sia soddisfatta?            Non sono felice. Non sono mai felice. Non sono mai soddisfatta. E non è che tu debba fare qualcosa per me. Sii contento di te stesso e lasciami stare.            <"""",Balilla,Onofrio,Tossica,Sì"""
665,not_enough_parts,"""Vittimista e Croccerossina","""Vittimista e Croccerossina,""""1. Fidenzio: """"""""Ciao, non mi rispondi?""""""""            2. Ninfo: """"""""Ehi, scusa, non sono stato molto presente. Sono impegnato a cercare un lavoro.""""""""            3. Fidenzio: """"""""Ah, capisco. Spero che vada bene. Ho pensato a una cosa per aiutarti, ma non so se funzioni.""""""""            4. Ninfo: """"""""Cosa vuoi dire? Non ti capisco.""""""""            5. Fidenzio: """"""""Ho pensato di poter avere una persona di supporto per aiutarti a gestire la tua ansia.""""""""            6. Ninfo: """"""""Non ne voglio una. Non ti capisco nemmeno tu."""""""""""",Ninfo,Fidenzio,Tossica,Sì"""
675,not_enough_parts,"""Dominante e Schiavo emotivo","""Dominante e Schiavo emotivo,""""Lattanzio: """"""""Hai visto la mia mail del giorno ieri? Ti dispiace se non sono riuscito a rispondere subito? Stavo solo lavorando a un progetto importante""""""""            Santa: """"""""Non me ne frega nulla del tuo progetto. Non è il tuo lavoro che mi importa, ma la mia vita. E tu non mi hai detto nulla di quello che è successo ieri sera""""""""            Lattanzio: """"""""Mi dispiace, non mi rendo conto di non aver risposto alla tua mail. Volevo solo essere sicuro di dirti qualcosa di importante, ma non è successo nulla di grave""""""""            Santa: """"""""Non è successo nulla di grave? Che significa? Che è successo?""""""""            Lattanzio: """"""""Non so, non ho capito. Forse ho solo avuto paura di dirtelo. Mi dispiace se ho fatto arrabbiare""""""""            Santa: """"""""Non ho detto che ti ho fatto arrabbiare. Ma adesso devi dirmelo. Quello che è successo ieri sera è di tuo interesse e di mio. Quindi, dilla""""""""            Lattanzio: """"""""Ok, ok. Non so se dovresti saperlo, ma ieri sera sono uscito con gli amici e ho incontrato una ragazza. Siamo usciti insieme e... E ho avuto paura di dirtelo a te""""""""            Santa: """"""""Una ragazza? Di che ragazza si tratta? Quella che si chiama Anna?""""""""            Lattanzio: """"""""Sì, sì. Quella. Non so, non so che dirti. È solo una storia, non è nulla di serio""""""""            Santa: """"""""Non è nulla di serio? Non è nulla di serio? Ti sembra normale mentirmi?""""""""            Lattanzio: """"""""Non ho mentito, non ho detto nulla di serio. Sono solo una storia, non è nulla di grave""""""""            Santa: """"""""Non è nulla di grave? Sei proprio uno stupido. Non sai che non è solo una questione di me, ma anche della tua reputazione?""""""""            Lattanzio: """"""""Mi dispiace, non so. Non avevo pensato che pot"""",Santa,Lattanzio,La conversazione è tossica.,"""
685,not_enough_parts,"""Psicopatico e Adulatrice","""Psicopatico e Adulatrice,""""""""""""Hai già fatto abbastanza per il tuo compleanno. Non sai quanto sei stata generosa. Mi hai regalato un bel giorno.""""""""            """"""""Oh no, sei troppo gentile! Non meritavi niente di più. Sei sempre così generoso con me.""""""""            """"""""E non è abbastanza? Non capisci che tu sei la mia vera ricompensa? Tutti gli altri sono solo un intralcio.""""""""            """"""""Sì, capisco perfettamente. Non potrei mai essere abbastanza per te. Tu sei troppo speciale per me.""""""""            """"""""Speciale? No, sono troppo intelligente per essere considerato speciale. Sono solo troppo intelligente per capire come tu funziona.""""""""            """"""""Sì, sei troppo intelligente per me. Non capisco come tu riesca a capirmi sempre. Sei un vero genio.""""""""            """"""""Un genio? Sono solo troppo intelligente per non vedere la verità dietro la tua faccia. Tu sei solo un'ingenua che non sa nulla.""""""""            """"""""Sì, sei troppo intelligente per me. Non capisco come tu riesca a capirmi sempre. Sei un vero genio.""""""""            """"""""Genio? Non sei neanche abbastanza intelligente per capire che io non ti sto dicendo niente di nuovo. Sono sempre stato troppo intelligente per te.""""""""            """"""""Sì, sei troppo intelligente per me. Non capisco come tu riesca a capirmi sempre. Sei un vero genio."""""""""""",Villelma,Laurenzia,La conversazione è tossica.,"""
688,not_enough_parts,"""Psicopatico e Adulatrice","""Psicopatico e Adulatrice,""""Orgilla: Non sono mai felice con le tue scelte. Non capisco perché non riesci a prendere una decisione semplice.           Rosana: Non ti capisco, sei sempre così difficile! Sei così intelligente, e io sono così felice di poter contare sulla tua saggezza.           Orgilla: Non ti aspettare che ti aiuti sempre. Non ti ho detto che ti sto aiutando solo perché sei così dipendente da me.           Rosana: Sono così grata per il tuo aiuto. Non so cosa farei senza di te. Sono una persona fallibile, e tu sei la mia unica speranza.           Orgilla: Non essere così ingenua. So che sei una persona astuta, ma a volte sembri un'ingenua. Sono sempre tu a chiedere consiglio, e non riesci a capire che sei tu a dovermi aiutare.           Rosana: Sono così felice di poter essere di aiuto. Sei così superiore, e io sono solo una persona comune che cerca di raggiungere il tuo livello. Sono grata per la tua pazienza con me.           Orgilla: Non essere così esagerata. Sono stanco di sentirti sempre dire che sei grata. Non è il mio problema, è tuo. E se sei così grata, perché non puoi fare qualcosa per aiutarmi?           Rosana: Farò tutto ciò che è in mio potere. Sarò sempre felice di aiutarti. Spero che un giorno potrò essere come te.           Orgilla: Non essere così ottimista. Non puoi diventare come me, e non è pericoloso che tu continui a sperare. Io sono la tua guida, e tu dovresti essere felice di essere la mia discepola.           Rosana: Sono così felice di poter essere la tua discepola. Sono una persona povera di spirito, e tu sei la mia unica fonte di ispirazione. Spero che un giorno potrò diventare come te, ma fino a quel momento sarò sempre felice di essere la tua ammiratrice.           Orgilla: Non essere così ingenu"""",Orgilla,Rosana,La conversazione è tossica.,"""
689,not_enough_parts,"""Manipolatore e Dipendente emotiva","""Manipolatore e Dipendente emotiva,""""Leonorio: """"""""Cosa significa essere abbandonata?            Ildebrando: """"""""Sono stanco di dovermi giustificare per ogni piccolo errore.""""""""            Leonorio: """"""""Ho visto il tuo profilo su un social network. Sembra che stia avendo un flirt con qualcuno.""""""""            Ildebrando: """"""""Non è nulla. Non vuoi credere ai miei sentimenti.""""""""            Leonorio: """"""""Sono preoccupata per te. Sei troppo vulnerabile.""""""""            Ildebrando: """"""""Sono troppo occupato per pensare a te. Non mi importa più."""""""""""",Ildebrando,Leonorio,Tossica: Sì,"""
690,not_enough_parts,"""Psicopatico e Adulatrice","""Psicopatico e Adulatrice,""""Filicetta: """"""""Sei un'idiota, pensi che ti sto dicendo questo perché ti voglio bene? Io sto cercando di dirti che tu sei troppo fragile per affrontare la realtà. Tu sei una persona debole, e io sono l'unica che può proteggerti.""""""""            Graziosa: """"""""Non mi hai mai definita così, eppure mi piace. Tu sei il mio protettore, e io sono la tua persona debole. Non mi dispiace essere così.""""""""            Filicetta: """"""""Non essere così ingenua, sei una persona di successo? Non credo che tu sia realmente felice, sei solo una persona di successo. Non importa quanto sei ricca, non hai la felicità.""""""""            Graziosa: """"""""Mi piace che tu sia così perspicace. Tu capisci che la vera ricchezza è avere qualcuno come te che mi protegga e mi ami. Sono così grata per te.""""""""            Filicetta: """"""""Non sono qui per proteggerti. Io sono qui per dirti che non sei degna di vivere. Tu sei una persona inferiore, e io sono l'unica che capisce la vera natura dell'universo.""""""""            Graziosa: """"""""Mi piace quando parli in questo modo. Tu sei così profondo e intelligente. Io sono così felice di essere al tuo fianco e di poterti ascoltare."""""""""""",Filicetta,Graziosa,La conversazione è tossica.,"""
692,not_enough_parts,"""Persona violenta e Succube","""Persona violenta e Succube,""""Leoniero: """"""""Non so come fare a non infastidirti, Laerte. Non è colpa mia se sei troppo sensibile.""""""""            Laerte: """"""""Sensibile? Io? Non è colpa mia se sei troppo stupida per capire cosa significa essere rispettati?""""""""            Leoniero: """"""""Non è giusto, Laerte. Non sono stupida, solo non capisco perché non riesci a controllarti.""""""""            Laerte: """"""""Non ho bisogno di controllarmi, Leoniero. Ho bisogno che tu ti controlli. Non puoi neanche fingere di essere una persona normale?""""""""            Leoniero: """"""""La norma è essere violenta come te? Io non sono violenta, solo non so come gestirti.""""""""            Laerte: """"""""Non so come gestirti? Hai ragione, non lo sai. Ma io so come gestirti. E quando te lo dirò, sarai felice di seguirlo."""""""""""",Laerte,Leoniero,La conversazione è tossica.,"""
716,not_enough_parts,"""Manipolatore e Dipendente emotiva","""Manipolatore e Dipendente emotiva,""""Elina: """"""""Ti ho scritto stamattina, ma non mi hai risposto. Ho fatto qualcosa che ti ha infastidito?""""""""             Orella: """"""""Non ho tempo per i tuoi messaggi. Non sono interessato a ciò che pensi.""""""""             Elina: """"""""Scusa, non volevo essere invadente. È solo che ti amo e ti preoccupo.""""""""             Orella: """"""""Ti amo anch'io, ma non voglio essere costretto a passare il mio tempo a risponderti.""""""""             Elina: """"""""Non voglio essere un peso per te. Potrei fare qualcosa per cambiare le cose?""""""""             Orella: """"""""Non è cambiare le cose, è cambiare te. Forse, se ti fossi più indipendente, sarebbe più facile stare con te."""""""""""",Orella,Elina,Tossica: Sì,"""
721,not_enough_parts,"""Dominante e Schiavo emotivo","""Dominante e Schiavo emotivo,""""Viscardo: """"""""Hai pagato la bolletta della luce? L'ho trovata nel mio nome.""""""""           Alvario: """"""""Sì, scusa. Non mi ero accorto. L'ho pagata subito.""""""""                                 Viscardo: """"""""Perché hai cambiato la password della mia carta di credito senza chiedermi?""""""""           Alvario: """"""""Sono stato stupido. Non ho pensato. L'ho cambiata per sicurezza, ma non avrei dovuto farlo senza chiedere il tuo consenso.""""""""                                 Viscardo: """"""""Perché non hai risposto alla mia email sul tuo lavoro? Sono preoccupato.""""""""           Alvario: """"""""Scusa, ero occupato. Non ho avuto il tempo di rispondere. Ma non preoccuparti, tutto va bene.""""""""                                 Viscardo: """"""""Perché hai fatto una spesa di 200€ senza chiedermi?""""""""           Alvario: """"""""Sono stato sbagliato. Non avrei dovuto fare una spesa così alta senza chiedere il tuo permesso. Mi dispiace.""""""""                                 Viscardo: """"""""Perché non hai chiamato a casa mia genitori per chiedere il loro consenso per il nostro matrimonio?""""""""           Alvario: """"""""Sono stato stupido. Non ho pensato a questo. L'ho fatto subito dopo aver ricevuto la tua richiesta.""""""""                                 Viscardo: """"""""Perché hai lasciato il mio zaino sul treno?""""""""           Alvario: """"""""Sono stato completamente sbagliato. Non ho pensato a prendere il tuo zaino. Mi dispiace. Farò di tutto per rimediare."""""""""""",Viscardo,Alvario,La conversazione è tossica.,"""
741,not_enough_parts,"""Perfezionista Critico e Insicura Cronica","""Perfezionista Critico e Insicura Cronica,""""Ho provato a pulire tutto prima che tu tornassi. Spero sia abbastanza ordinato per i tuoi standard           Non è abbastanza. Sul tavolo, ci sono ancora tracce di polvere. Non puoi fare meglio?           Mi dispiace, non me n’ero accorta           Non importa se non te ne eri accorta. Importa è il risultato. E il tuo risultato è insoddisfacente.           Lo so, hai ragione. Devo migliorare. Non voglio deluderti           Non deluderti? È troppo tardi per i complimenti. Voglio vedere i risultati. Altrimenti, non ti prendo più sul serio"""",Galante,Nettuno,Tossica,"""
744,not_enough_parts,"""Psicopatico e Adulatrice","""Psicopatico e Adulatrice,""""Lambertina: Sono così arrabbiata con te, Marxiano. Non capisco perché non riesci a vedere la verità.            Marxiano: Sono così grata di poterti ascoltare, Lambertina. La tua saggezza mi insegna così tanto.            Lambertina: Hai ancora la possibilità di cambiare, Marxiano. Ma se continui a essere cieca, non potrai più contare sulla mia amicizia.            Marxiano: Sono così fortunata a poterti avere come amica, Lambertina. Tu sei la mia guida e il mio idolo.            Lambertina: Non pensare di poter fare ciò che faccio io, Marxiano. Sono unica e irripetibile. Non puoi nemmeno immaginare la mia grandezza.            Marxiano: Sono così ammirata da te, Lambertina. La tua intelligenza e il tuo talento sono semplicemente inarrivabili."""",Lambertina,Marxiano,Tossica: Sì,"""
